TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
DET,DET @ ORL,3/17/2022,W,48,134,47,94,50,20,43,46.5,20,31,64.5,10,35,45,34,9,11,3,21,14
MEM,MEM @ ATL,3/18/2022,L,48,105,40,86,46.5,8,22,36.4,17,23,73.9,15,33,48,18,17,6,10,18,-15
UTA,UTA vs. LAC,3/18/2022,W,48,121,47,97,48.5,16,44,36.4,11,14,78.6,15,44,59,30,12,9,5,18,29
IND,IND @ HOU,3/18/2022,W,48,121,47,101,46.5,14,43,32.6,13,19,68.4,16,30,46,29,13,7,4,26,3
ATL,ATL vs. MEM,3/18/2022,W,48,120,45,91,49.5,13,28,46.4,17,21,81,7,33,40,28,10,12,6,20,15
LAL,LAL @ TOR,3/18/2022,W,53,128,47,96,49,19,43,44.2,15,21,71.4,13,30,43,33,14,6,4,19,5
BOS,BOS @ SAC,3/18/2022,W,48,126,46,82,56.1,22,40,55,12,17,70.6,6,37,43,33,13,11,1,23,29
SAS,SAS vs. NOP,3/18/2022,L,48,91,32,89,36,11,44,25,16,20,80,8,32,40,22,16,5,4,12,-33
PHI,PHI vs. DAL,3/18/2022,W,48,111,37,75,49.3,16,38,42.1,21,23,91.3,5,33,38,23,12,9,4,21,10
NYK,NYK vs. WAS,3/18/2022,W,48,100,31,90,34.4,10,33,30.3,28,36,77.8,19,41,60,18,13,9,3,20,3
CLE,CLE vs. DEN,3/18/2022,W,53,119,44,98,44.9,14,37,37.8,17,26,65.4,15,31,46,31,11,11,4,17,3
PHX,PHX vs. CHI,3/18/2022,W,48,129,47,84,56,11,25,44,24,26,92.3,10,39,49,23,13,5,4,20,27
DAL,DAL @ PHI,3/18/2022,L,48,101,37,80,46.3,12,32,37.5,15,21,71.4,11,29,40,21,12,4,3,17,-10
MIA,MIA vs. OKC,3/18/2022,W,48,120,46,95,48.4,18,51,35.3,10,12,83.3,11,35,46,25,6,5,0,19,12
SAC,SAC vs. BOS,3/18/2022,L,48,97,33,79,41.8,13,36,36.1,18,24,75,8,29,37,23,16,5,6,14,-29
DEN,DEN @ CLE,3/18/2022,L,53,116,46,92,50,10,33,30.3,14,18,77.8,13,38,51,35,19,6,3,24,-3
WAS,WAS @ NYK,3/18/2022,L,48,97,34,79,43,13,34,38.2,16,21,76.2,3,35,38,19,13,2,6,27,-3
OKC,OKC @ MIA,3/18/2022,L,48,108,40,84,47.6,10,34,29.4,18,23,78.3,11,36,47,19,12,4,5,10,-12
NOP,NOP @ SAS,3/18/2022,W,48,124,48,96,50,14,34,41.2,14,18,77.8,13,45,58,24,10,13,4,21,33
CHI,CHI @ PHX,3/18/2022,L,48,102,35,85,41.2,7,27,25.9,25,31,80.6,13,24,37,20,11,6,0,18,-27
TOR,TOR vs. LAL,3/18/2022,L,53,123,49,97,50.5,12,37,32.4,13,20,65,16,30,46,25,12,8,2,19,-5
BKN,BKN vs. POR,3/18/2022,W,48,128,45,77,58.4,10,25,40,28,33,84.8,13,32,45,24,21,7,4,22,5
POR,POR @ BKN,3/18/2022,L,48,123,48,96,50,13,35,37.1,14,24,58.3,17,20,37,29,14,14,4,26,-5
HOU,HOU vs. IND,3/18/2022,L,48,118,39,79,49.4,12,27,44.4,28,32,87.5,5,37,42,24,16,9,8,19,-3
LAC,LAC @ UTA,3/18/2022,L,48,92,31,86,36,11,35,31.4,19,21,90.5,8,35,43,23,12,10,8,13,-29
WAS,WAS vs. LAL,3/19/2022,W,48,127,44,85,51.8,13,31,41.9,26,31,83.9,7,29,36,30,8,10,1,13,8
DET,DET @ CLE,3/19/2022,L,48,109,41,85,48.2,13,30,43.3,14,19,73.7,10,28,38,23,16,10,6,22,-4
CHA,CHA vs. DAL,3/19/2022,W,48,129,44,88,50,20,42,47.6,21,27,77.8,10,36,46,33,9,8,8,18,21
DAL,DAL @ CHA,3/19/2022,L,48,108,39,89,43.8,14,38,36.8,16,20,80,12,32,44,18,15,4,4,26,-21
CLE,CLE vs. DET,3/19/2022,W,48,113,45,88,51.1,10,26,38.5,13,23,56.5,12,32,44,28,16,7,4,16,4
LAL,LAL @ WAS,3/19/2022,L,48,119,48,91,52.7,13,35,37.1,10,11,90.9,9,32,41,25,15,3,1,23,-8
MIN,MIN vs. MIL,3/19/2022,W,48,138,47,92,51.1,22,47,46.8,22,26,84.6,8,36,44,30,11,12,2,19,19
MIL,MIL @ MIN,3/19/2022,L,48,119,43,97,44.3,19,52,36.5,14,17,82.4,14,37,51,27,14,6,4,18,-19
TOR,TOR @ PHI,3/20/2022,W,48,93,35,93,37.6,7,26,26.9,16,23,69.6,20,36,56,16,9,5,4,16,5
OKC,OKC @ ORL,3/20/2022,L,48,85,30,92,32.6,13,48,27.1,12,18,66.7,14,33,47,19,16,13,7,24,-5
MEM,MEM @ HOU,3/20/2022,W,48,122,46,96,47.9,16,34,47.1,14,17,82.4,7,44,51,26,14,14,6,24,24
UTA,UTA @ NYK,3/20/2022,W,48,108,34,74,45.9,17,46,37,23,29,79.3,9,40,49,16,12,9,11,17,15
ATL,ATL vs. NOP,3/20/2022,L,48,112,41,87,47.1,10,32,31.3,20,23,87,7,33,40,22,16,7,4,22,-5
POR,POR @ IND,3/20/2022,L,48,98,38,81,46.9,9,33,27.3,13,18,72.2,10,22,32,23,18,10,3,19,-31
NOP,NOP @ ATL,3/20/2022,W,48,117,43,96,44.8,7,21,33.3,24,27,88.9,18,36,54,22,16,12,1,23,5
PHI,PHI vs. TOR,3/20/2022,L,48,88,30,73,41.1,7,27,25.9,21,28,75,5,35,40,21,10,7,5,23,-5
ORL,ORL vs. OKC,3/20/2022,W,48,90,32,83,38.6,7,31,22.6,19,24,79.2,15,45,60,22,21,11,4,17,5
NYK,NYK vs. UTA,3/20/2022,L,48,93,31,83,37.3,16,40,40,15,21,71.4,10,27,37,20,11,7,2,19,-15
SAS,SAS @ GSW,3/20/2022,W,48,110,38,98,38.8,15,40,37.5,19,25,76,17,27,44,25,11,7,2,18,2
BOS,BOS @ DEN,3/20/2022,W,48,124,47,82,57.3,19,40,47.5,11,11,100,5,33,38,29,9,4,6,18,20
SAC,SAC vs. PHX,3/20/2022,L,53,124,39,91,42.9,16,34,47.1,30,36,83.3,9,33,42,27,15,12,2,21,-3
IND,IND vs. POR,3/20/2022,W,48,129,48,84,57.1,15,35,42.9,18,21,85.7,11,30,41,38,16,10,2,19,31
PHX,PHX @ SAC,3/20/2022,W,53,127,46,92,50,12,28,42.9,23,27,85.2,10,40,50,25,18,12,5,30,3
GSW,GSW vs. SAS,3/20/2022,L,48,108,41,90,45.6,11,33,33.3,15,21,71.4,20,37,57,26,15,5,1,20,-2
DEN,DEN vs. BOS,3/20/2022,L,48,104,35,87,40.2,14,39,35.9,20,25,80,13,28,41,22,11,4,3,15,-20
HOU,HOU vs. MEM,3/20/2022,L,48,98,37,86,43,10,31,32.3,14,24,58.3,5,40,45,26,17,6,3,16,-24
LAL,LAL @ CLE,3/21/2022,W,48,131,53,94,56.4,12,32,37.5,13,16,81.3,9,32,41,34,8,7,3,19,11
PHI,PHI vs. MIA,3/21/2022,W,48,113,43,86,50,15,37,40.5,12,16,75,11,34,45,26,12,6,4,20,7
CHA,CHA vs. NOP,3/21/2022,W,48,106,40,79,50.6,13,37,35.1,13,15,86.7,5,30,35,34,17,5,10,19,3
BKN,BKN vs. UTA,3/21/2022,W,48,114,45,83,54.2,11,30,36.7,13,15,86.7,7,34,41,31,14,5,4,19,8
BOS,BOS @ OKC,3/21/2022,W,48,132,44,86,51.2,15,40,37.5,29,34,85.3,6,36,42,22,9,8,7,18,9
DAL,DAL vs. MIN,3/21/2022,W,48,110,40,83,48.2,14,46,30.4,16,21,76.2,7,40,47,27,12,5,3,21,2
DET,DET vs. POR,3/21/2022,L,48,115,36,85,42.4,9,35,25.7,34,41,82.9,12,36,48,22,20,8,5,34,-4
CHI,CHI vs. TOR,3/21/2022,W,48,113,44,90,48.9,11,28,39.3,14,24,58.3,14,28,42,28,6,6,7,14,14
CLE,CLE vs. LAL,3/21/2022,L,48,120,45,86,52.3,14,39,35.9,16,19,84.2,8,30,38,29,12,3,2,19,-11
HOU,HOU vs. WAS,3/21/2022,W,48,115,42,85,49.4,20,39,51.3,11,13,84.6,6,38,44,30,13,5,8,22,18
WAS,WAS @ HOU,3/21/2022,L,48,97,35,85,41.2,6,29,20.7,21,24,87.5,10,37,47,24,11,7,6,15,-18
MIN,MIN @ DAL,3/21/2022,L,48,108,36,91,39.6,13,36,36.1,23,29,79.3,15,35,50,21,9,9,3,18,-2
OKC,OKC vs. BOS,3/21/2022,L,48,123,48,93,51.6,17,37,45.9,10,14,71.4,10,32,42,23,11,5,4,26,-9
TOR,TOR @ CHI,3/21/2022,L,48,99,40,91,44,6,32,18.8,13,15,86.7,14,35,49,26,14,5,6,20,-14
POR,POR @ DET,3/21/2022,W,48,119,37,88,42,8,28,28.6,37,49,75.5,17,30,47,22,9,15,7,26,4
MIA,MIA @ PHI,3/21/2022,L,48,106,38,80,47.5,10,33,30.3,20,20,100,4,30,34,23,12,6,4,16,-7
NOP,NOP @ CHA,3/21/2022,L,48,103,40,90,44.4,9,24,37.5,14,16,87.5,15,32,47,23,15,9,4,16,-3
UTA,UTA @ BKN,3/21/2022,L,48,106,37,83,44.6,14,39,35.9,18,22,81.8,11,26,37,18,14,8,7,16,-8
MIL,MIL vs. CHI,3/22/2022,W,48,126,50,82,61,12,28,42.9,14,20,70,5,48,53,26,15,4,6,12,28
ORL,ORL vs. GSW,3/22/2022,W,48,94,34,79,43,10,36,27.8,16,20,80,6,33,39,25,14,9,6,14,4
CHI,CHI @ MIL,3/22/2022,L,48,98,39,92,42.4,13,33,39.4,7,13,53.8,5,28,33,21,7,9,4,12,-28
GSW,GSW @ ORL,3/22/2022,L,48,90,34,85,40,11,32,34.4,11,16,68.8,12,36,48,21,18,6,3,23,-4
DEN,DEN vs. LAC,3/22/2022,W,48,127,45,83,54.2,16,32,50,21,23,91.3,6,34,40,31,11,4,5,19,12
LAC,LAC @ DEN,3/22/2022,L,48,115,42,86,48.8,10,32,31.3,21,26,80.8,6,29,35,27,6,3,7,19,-12
NYK,NYK vs. ATL,3/22/2022,L,48,111,42,86,48.8,13,34,38.2,14,26,53.8,14,27,41,20,14,12,4,23,-6
ATL,ATL @ NYK,3/22/2022,W,48,117,40,81,49.4,15,36,41.7,22,27,81.5,10,33,43,26,14,7,5,18,6
MIA,MIA vs. GSW,3/23/2022,L,48,104,37,85,43.5,14,36,38.9,16,21,76.2,8,26,34,26,10,8,1,19,-14
CHA,CHA vs. NYK,3/23/2022,L,48,106,42,89,47.2,13,46,28.3,9,17,52.9,14,31,45,26,11,5,4,18,-15
POR,POR vs. SAS,3/23/2022,L,48,96,36,94,38.3,7,26,26.9,17,18,94.4,12,31,43,18,18,5,5,21,-37
PHX,PHX @ MIN,3/23/2022,W,48,125,45,86,52.3,12,33,36.4,23,29,79.3,11,32,43,30,13,6,9,20,9
PHI,PHI @ LAL,3/23/2022,W,48,126,47,91,51.6,10,27,37,22,28,78.6,8,35,43,26,7,7,5,13,5
OKC,OKC vs. ORL,3/23/2022,W,48,118,38,79,48.1,17,41,41.5,25,30,83.3,5,39,44,21,12,6,6,16,16
NYK,NYK @ CHA,3/23/2022,W,48,121,43,83,51.8,20,45,44.4,15,17,88.2,6,34,40,30,9,5,3,17,15
UTA,UTA @ BOS,3/23/2022,L,48,97,35,88,39.8,8,36,22.2,19,21,90.5,16,24,40,13,14,8,1,14,-28
DET,DET vs. ATL,3/23/2022,W,48,122,44,88,50,12,33,36.4,22,25,88,9,45,54,30,16,10,4,19,21
DAL,DAL vs. HOU,3/23/2022,W,48,110,42,86,48.8,8,33,24.2,18,22,81.8,8,34,42,24,13,9,1,24,19
MIN,MIN vs. PHX,3/23/2022,L,48,116,42,95,44.2,13,43,30.2,19,22,86.4,15,30,45,27,12,5,5,21,-9
MEM,MEM vs. BKN,3/23/2022,W,48,132,47,101,46.5,19,38,50,19,22,86.4,16,30,46,28,13,8,7,22,12
IND,IND vs. SAC,3/23/2022,L,48,109,42,91,46.2,14,36,38.9,11,11,100,10,32,42,34,15,11,3,17,-1
HOU,HOU @ DAL,3/23/2022,L,48,91,33,82,40.2,4,28,14.3,21,28,75,12,33,45,17,16,8,5,21,-19
SAS,SAS @ POR,3/23/2022,W,48,133,46,94,48.9,19,44,43.2,22,24,91.7,14,39,53,34,14,8,11,13,37
GSW,GSW @ MIA,3/23/2022,W,48,118,40,77,51.9,15,36,41.7,23,27,85.2,7,38,45,23,13,5,2,24,14
SAC,SAC @ IND,3/23/2022,W,48,110,43,82,52.4,12,37,32.4,12,17,70.6,4,32,36,26,17,7,3,10,1
LAL,LAL vs. PHI,3/23/2022,L,48,121,50,97,51.5,11,30,36.7,10,16,62.5,11,34,45,25,12,6,3,19,-5
ATL,ATL @ DET,3/23/2022,L,48,101,37,92,40.2,14,44,31.8,13,15,86.7,9,31,40,21,14,8,3,17,-21
BOS,BOS vs. UTA,3/23/2022,W,48,125,50,84,59.5,19,36,52.8,6,7,85.7,8,31,39,37,13,8,10,20,28
ORL,ORL @ OKC,3/23/2022,L,48,102,36,93,38.7,17,51,33.3,13,16,81.3,9,36,45,24,11,3,3,22,-16
BKN,BKN @ MEM,3/23/2022,L,48,120,43,87,49.4,9,25,36,25,27,92.6,10,29,39,18,14,6,10,20,-12
CLE,CLE @ TOR,3/24/2022,L,48,104,37,79,46.8,12,30,40,18,22,81.8,9,27,36,24,13,4,3,14,-13
TOR,TOR vs. CLE,3/24/2022,W,48,117,42,89,47.2,16,37,43.2,17,19,89.5,13,27,40,26,9,9,5,22,13
NOP,NOP vs. CHI,3/24/2022,W,48,126,41,83,49.4,12,29,41.4,32,34,94.1,10,33,43,23,11,10,2,17,17
PHX,PHX @ DEN,3/24/2022,W,48,140,52,86,60.5,13,27,48.1,23,29,79.3,5,24,29,32,9,7,3,23,10
IND,IND @ MEM,3/24/2022,L,48,103,39,92,42.4,9,33,27.3,16,23,69.6,9,22,31,20,11,7,8,19,-30
MEM,MEM vs. IND,3/24/2022,W,48,133,50,93,53.8,21,42,50,12,17,70.6,16,39,55,34,17,8,9,22,30
MIL,MIL vs. WAS,3/24/2022,W,48,114,42,81,51.9,16,35,45.7,14,16,87.5,4,37,41,23,16,5,2,17,12
DEN,DEN vs. PHX,3/24/2022,L,48,130,48,81,59.3,15,32,46.9,19,27,70.4,10,27,37,27,17,5,2,22,-10
CHI,CHI @ NOP,3/24/2022,L,48,109,40,78,51.3,14,34,41.2,15,19,78.9,4,29,33,25,15,5,4,24,-17
WAS,WAS @ MIL,3/24/2022,L,48,102,43,92,46.7,11,38,28.9,5,9,55.6,12,29,41,25,11,9,1,17,-12
HOU,HOU @ POR,3/25/2022,W,48,125,43,83,51.8,19,45,42.2,20,23,87,9,28,37,27,16,12,3,22,19
MIN,MIN vs. DAL,3/25/2022,W,48,116,43,84,51.2,11,32,34.4,19,24,79.2,6,39,45,26,9,4,2,21,21
MIA,MIA vs. NYK,3/25/2022,L,48,103,35,70,50,12,33,36.4,21,25,84,8,27,35,18,15,6,3,25,-8
DET,DET vs. WAS,3/25/2022,L,48,97,39,95,41.1,6,32,18.8,13,14,92.9,10,38,48,19,15,9,8,20,-3
CHA,CHA vs. UTA,3/25/2022,W,48,107,41,88,46.6,13,34,38.2,12,17,70.6,16,29,45,26,10,7,3,17,6
UTA,UTA @ CHA,3/25/2022,L,48,101,38,84,45.2,17,47,36.2,8,11,72.7,9,29,38,25,12,7,2,16,-6
DAL,DAL @ MIN,3/25/2022,L,48,95,35,90,38.9,10,43,23.3,15,19,78.9,10,35,45,21,11,4,5,19,-21
NYK,NYK @ MIA,3/25/2022,W,48,111,36,82,43.9,17,50,34,22,28,78.6,17,25,42,23,11,8,2,24,8
GSW,GSW @ ATL,3/25/2022,L,48,110,43,90,47.8,14,41,34.1,10,13,76.9,14,33,47,27,16,4,1,22,-11
POR,POR vs. HOU,3/25/2022,L,48,106,43,85,50.6,3,20,15,17,23,73.9,13,25,38,28,17,6,3,21,-19
PHI,PHI @ LAC,3/25/2022,W,48,122,43,92,46.7,15,35,42.9,21,24,87.5,12,40,52,23,13,12,8,18,25
ATL,ATL vs. GSW,3/25/2022,W,48,121,46,89,51.7,14,37,37.8,15,19,78.9,12,32,44,27,12,11,4,18,11
WAS,WAS @ DET,3/25/2022,W,48,100,36,83,43.4,9,30,30,19,21,90.5,5,40,45,23,17,6,7,15,3
LAC,LAC vs. PHI,3/25/2022,L,48,97,34,85,40,8,25,32,21,25,84,9,30,39,19,16,7,7,18,-25
MEM,MEM vs. MIL,3/26/2022,W,48,127,49,102,48,13,37,35.1,16,23,69.6,16,38,54,30,8,10,9,19,25
CLE,CLE vs. CHI,3/26/2022,L,48,94,34,82,41.5,7,31,22.6,19,27,70.4,15,31,46,17,13,7,3,23,-4
TOR,TOR vs. IND,3/26/2022,W,48,131,51,84,60.7,15,32,46.9,14,19,73.7,9,33,42,34,6,9,3,16,40
SAS,SAS @ NOP,3/26/2022,W,48,107,39,92,42.4,7,26,26.9,22,25,88,16,33,49,22,10,4,6,17,4
MIA,MIA vs. BKN,3/26/2022,L,48,95,33,75,44,10,34,29.4,19,26,73.1,6,33,39,20,24,7,5,23,-15
HOU,HOU @ POR,3/26/2022,W,48,115,44,84,52.4,15,35,42.9,12,18,66.7,8,30,38,34,21,12,8,14,17
IND,IND @ TOR,3/26/2022,L,48,91,33,79,41.8,11,36,30.6,14,20,70,9,26,35,23,14,5,3,14,-40
NOP,NOP vs. SAS,3/26/2022,L,48,103,40,90,44.4,10,32,31.3,13,19,68.4,12,30,42,23,8,4,11,19,-4
OKC,OKC @ DEN,3/26/2022,L,48,107,39,84,46.4,14,36,38.9,15,16,93.8,5,31,36,29,17,8,5,19,-6
ORL,ORL vs. SAC,3/26/2022,L,53,110,45,106,42.5,13,36,36.1,7,7,100,15,42,57,27,13,9,3,20,-4
MIL,MIL @ MEM,3/26/2022,L,48,102,37,93,39.8,7,32,21.9,21,26,80.8,14,32,46,19,14,4,7,21,-25
BKN,BKN @ MIA,3/26/2022,W,48,110,39,83,47,11,33,33.3,21,26,80.8,11,29,40,26,17,15,5,22,15
CHI,CHI @ CLE,3/26/2022,W,48,98,36,75,48,5,21,23.8,21,25,84,6,31,37,23,15,6,1,21,4
SAC,SAC @ ORL,3/26/2022,W,53,114,42,98,42.9,11,36,30.6,19,24,79.2,18,41,59,24,14,4,4,12,4
POR,POR vs. HOU,3/26/2022,L,48,98,37,93,39.8,12,40,30,12,17,70.6,21,30,51,21,23,14,4,19,-17
DEN,DEN vs. OKC,3/26/2022,W,48,113,41,85,48.2,8,31,25.8,23,24,95.8,10,37,47,33,15,11,5,19,6
DAL,DAL vs. UTA,3/27/2022,W,48,114,40,77,51.9,17,34,50,17,24,70.8,10,35,45,21,10,3,2,13,14
NYK,NYK @ DET,3/27/2022,W,48,104,34,85,40,13,41,31.7,23,29,79.3,13,38,51,19,14,8,8,16,2
CHA,CHA @ BKN,3/27/2022,W,48,119,42,98,42.9,17,32,53.1,18,23,78.3,17,36,53,26,12,6,2,22,9
BKN,BKN vs. CHA,3/27/2022,L,48,110,43,97,44.3,7,34,20.6,17,26,65.4,14,36,50,30,11,9,11,20,-9
UTA,UTA @ DAL,3/27/2022,L,48,100,41,89,46.1,12,34,35.3,6,10,60,7,29,36,23,6,5,1,20,-14
BOS,BOS vs. MIN,3/27/2022,W,48,134,49,87,56.3,17,39,43.6,19,21,90.5,10,35,45,27,13,7,5,20,22
PHI,PHI @ PHX,3/27/2022,L,48,104,37,89,41.6,10,36,27.8,20,26,76.9,12,33,45,22,12,6,4,19,-10
WAS,WAS vs. GSW,3/27/2022,W,48,123,44,84,52.4,16,28,57.1,19,22,86.4,5,37,42,33,12,5,8,24,8
NOP,NOP vs. LAL,3/27/2022,W,48,116,44,91,48.4,9,27,33.3,19,24,79.2,12,29,41,25,7,10,1,13,8
DET,DET vs. NYK,3/27/2022,L,48,102,39,85,45.9,8,29,27.6,16,18,88.9,9,28,37,23,10,8,5,21,-2
PHX,PHX vs. PHI,3/27/2022,W,48,114,45,87,51.7,13,27,48.1,11,17,64.7,5,35,40,24,13,5,5,21,10
GSW,GSW @ WAS,3/27/2022,L,48,115,38,89,42.7,8,33,24.2,31,39,79.5,13,33,46,20,10,8,2,24,-8
LAL,LAL @ NOP,3/27/2022,L,48,108,42,80,52.5,14,35,40,10,16,62.5,7,32,39,26,15,5,2,20,-8
MIN,MIN @ BOS,3/27/2022,L,48,112,45,84,53.6,14,32,43.8,8,12,66.7,4,26,30,26,14,7,3,21,-22
SAC,SAC @ MIA,3/28/2022,L,48,100,37,81,45.7,12,35,34.3,14,18,77.8,5,27,32,21,14,6,2,12,-23
BOS,BOS @ TOR,3/28/2022,L,53,112,39,95,41.1,12,40,30,22,28,78.6,16,41,57,23,17,5,7,15,-3
GSW,GSW @ MEM,3/28/2022,L,48,95,33,81,40.7,9,29,31,20,26,76.9,7,33,40,18,17,6,7,27,-28
HOU,HOU vs. SAS,3/28/2022,L,48,120,38,92,41.3,20,49,40.8,24,28,85.7,10,34,44,26,12,5,9,24,-3
POR,POR vs. OKC,3/28/2022,L,53,131,51,112,45.5,20,50,40,9,13,69.2,19,28,47,28,11,17,5,23,-3
MEM,MEM vs. GSW,3/28/2022,W,48,123,43,92,46.7,12,30,40,25,35,71.4,13,39,52,26,14,11,3,21,28
NYK,NYK vs. CHI,3/28/2022,W,48,109,38,89,42.7,12,35,34.3,21,35,60,13,33,46,19,6,4,4,22,5
TOR,TOR vs. BOS,3/28/2022,W,53,115,46,106,43.4,10,39,25.6,13,18,72.2,16,36,52,16,10,10,11,28,3
OKC,OKC @ POR,3/28/2022,W,53,134,48,90,53.3,20,45,44.4,18,25,72,11,38,49,32,21,7,3,15,3
CLE,CLE vs. ORL,3/28/2022,W,48,107,37,83,44.6,13,41,31.7,20,23,87,6,35,41,26,15,11,4,13,6
ORL,ORL @ CLE,3/28/2022,L,48,101,42,87,48.3,10,37,27,7,13,53.8,8,37,45,31,17,6,1,24,-6
DEN,DEN @ CHA,3/28/2022,W,48,113,40,86,46.5,12,33,36.4,21,28,75,17,34,51,29,16,7,3,17,4
CHI,CHI @ NYK,3/28/2022,L,48,104,34,79,43,6,23,26.1,30,33,90.9,6,41,47,16,14,6,3,24,-5
MIA,MIA vs. SAC,3/28/2022,W,48,123,49,90,54.4,19,40,47.5,6,6,100,10,38,48,30,16,7,1,20,23
SAS,SAS @ HOU,3/28/2022,W,48,123,47,100,47,7,29,24.1,22,28,78.6,17,39,56,28,13,11,5,20,3
ATL,ATL @ IND,3/28/2022,W,48,132,47,86,54.7,17,35,48.6,21,26,80.8,13,27,40,32,15,11,4,19,9
IND,IND vs. ATL,3/28/2022,L,48,123,45,87,51.7,17,36,47.2,16,18,88.9,8,20,28,32,14,7,6,22,-9
CHA,CHA vs. DEN,3/28/2022,L,48,109,44,93,47.3,13,42,31,8,12,66.7,8,32,40,33,15,11,3,21,-4
PHI,PHI vs. MIL,3/29/2022,L,48,116,43,89,48.3,16,41,39,14,18,77.8,5,35,40,28,9,7,3,19,-2
UTA,UTA @ LAC,3/29/2022,L,48,115,43,78,55.1,12,31,38.7,17,29,58.6,10,28,38,23,15,5,5,24,-6
LAC,LAC vs. UTA,3/29/2022,W,48,121,41,83,49.4,15,36,41.7,24,28,85.7,10,23,33,21,11,8,4,23,6
WAS,WAS vs. CHI,3/29/2022,L,48,94,38,79,48.1,6,26,23.1,12,17,70.6,7,30,37,25,14,6,7,17,-13
CHI,CHI @ WAS,3/29/2022,W,48,107,43,85,50.6,6,18,33.3,15,18,83.3,6,30,36,26,9,9,1,14,13
MIL,MIL @ PHI,3/29/2022,W,48,118,44,88,50,14,38,36.8,16,23,69.6,9,39,48,26,11,5,4,17,2
DET,DET @ BKN,3/29/2022,L,48,123,48,99,48.5,16,38,42.1,11,13,84.6,16,23,39,28,14,11,4,25,-7
DAL,DAL vs. LAL,3/29/2022,W,48,128,45,87,51.7,20,46,43.5,18,23,78.3,11,35,46,27,8,5,1,14,18
BKN,BKN vs. DET,3/29/2022,W,48,130,42,76,55.3,15,28,53.6,31,34,91.2,8,33,41,24,19,9,6,19,7
LAL,LAL @ DAL,3/29/2022,L,48,110,40,89,44.9,12,44,27.3,18,22,81.8,14,34,48,20,9,7,2,22,-18
GSW,GSW vs. PHX,3/30/2022,L,48,103,35,83,42.2,13,38,34.2,20,25,80,10,38,48,26,21,7,4,24,-4
BOS,BOS vs. MIA,3/30/2022,L,48,98,35,85,41.2,11,37,29.7,17,23,73.9,8,36,44,27,18,9,1,22,-8
WAS,WAS vs. ORL,3/30/2022,W,48,127,47,92,51.1,13,36,36.1,20,26,76.9,12,39,51,35,12,5,8,15,17
SAC,SAC @ HOU,3/30/2022,W,48,121,44,95,46.3,7,26,26.9,26,36,72.2,13,31,44,21,9,7,10,21,3
CLE,CLE vs. DAL,3/30/2022,L,48,112,42,83,50.6,11,25,44,17,22,77.3,9,30,39,24,15,7,3,15,-8
POR,POR vs. NOP,3/30/2022,L,48,107,39,85,45.9,14,42,33.3,15,18,83.3,13,28,41,30,22,7,4,27,-10
SAS,SAS vs. MEM,3/30/2022,L,48,111,42,83,50.6,14,35,40,13,16,81.3,7,30,37,26,15,8,1,13,-1
HOU,HOU vs. SAC,3/30/2022,L,48,118,43,94,45.7,13,42,31,19,25,76,12,39,51,23,18,7,4,34,-3
DEN,DEN @ IND,3/30/2022,W,48,125,50,80,62.5,12,28,42.9,13,14,92.9,8,35,43,33,20,6,4,20,7
NYK,NYK vs. CHA,3/30/2022,L,48,114,40,85,47.1,16,44,36.4,18,26,69.2,11,32,43,23,14,5,5,19,-11
PHX,PHX @ GSW,3/30/2022,W,48,107,38,92,41.3,7,28,25,24,30,80,12,34,46,20,14,9,1,19,4
IND,IND vs. DEN,3/30/2022,L,48,118,44,97,45.4,12,40,30,18,23,78.3,18,19,37,29,8,11,4,21,-7
OKC,OKC vs. ATL,3/30/2022,L,48,118,41,87,47.1,17,41,41.5,19,27,70.4,10,32,42,31,18,5,2,17,-18
DAL,DAL @ CLE,3/30/2022,W,48,120,46,88,52.3,16,42,38.1,12,15,80,9,29,38,28,12,6,6,17,8
ORL,ORL @ WAS,3/30/2022,L,48,110,40,96,41.7,11,34,32.4,19,22,86.4,11,31,42,21,12,8,5,23,-17
NOP,NOP @ POR,3/30/2022,W,48,117,40,78,51.3,6,24,25,31,39,79.5,12,28,40,26,14,16,6,16,10
MIN,MIN @ TOR,3/30/2022,L,48,102,37,92,40.2,11,37,29.7,17,23,73.9,17,31,48,26,22,11,9,19,-23
MEM,MEM @ SAS,3/30/2022,W,48,112,44,91,48.4,16,39,41,8,11,72.7,12,28,40,26,14,8,5,15,1
MIA,MIA @ BOS,3/30/2022,W,48,106,38,79,48.1,13,34,38.2,17,25,68,4,38,42,27,18,9,6,23,8
ATL,ATL @ OKC,3/30/2022,W,48,136,49,91,53.8,18,39,46.2,20,22,90.9,6,37,43,28,13,10,4,19,18
TOR,TOR vs. MIN,3/30/2022,W,48,125,48,96,50,18,36,50,11,15,73.3,11,36,47,32,19,9,4,23,23
CHA,CHA @ NYK,3/30/2022,W,48,125,49,90,54.4,12,35,34.3,15,17,88.2,8,32,40,39,12,7,3,21,11
CLE,CLE @ ATL,3/31/2022,L,48,107,39,90,43.3,7,30,23.3,22,28,78.6,15,32,47,19,14,6,5,20,-24
UTA,UTA vs. LAL,3/31/2022,W,48,122,46,90,51.1,15,44,34.1,15,24,62.5,9,32,41,25,8,7,2,20,13
